,rescode,edulow,eduvoc,eduhigh
579,34116,0.0,1.0,0.0
580,34117,0.0,0.0,1.0
581,34118,0.0,0.0,1.0
582,34120,0.0,0.0,1.0
583,34122,0.0,0.0,1.0
584,34123,0.0,0.0,1.0
585,34124,0.0,0.0,1.0
586,34125,0.0,0.0,1.0
587,34126,0.0,0.0,1.0
588,34127,1.0,0.0,0.0
589,34130,0.0,1.0,0.0
590,34131,0.0,0.0,1.0
591,34132,0.0,0.0,1.0
592,34133,0.0,0.0,1.0
593,34134,0.0,0.0,1.0
594,35101,0.0,1.0,0.0
595,35102,0.0,0.0,1.0
596,35103,1.0,0.0,0.0
597,35104,0.0,0.0,1.0
598,35105,0.0,1.0,0.0
599,35107,0.0,0.0,1.0
600,35202,0.0,1.0,0.0
601,35203,0.0,1.0,0.0
602,35204,0.0,0.0,1.0
603,35205,0.0,0.0,1.0
604,35302,0.0,1.0,0.0
605,35303,0.0,0.0,1.0
606,35304,0.0,0.0,1.0
607,35305,0.0,0.0,1.0
608,35306,0.0,1.0,0.0
609,35402,0.0,1.0,0.0
610,35403,0.0,0.0,1.0
611,35405,0.0,0.0,1.0
612,35407,0.0,0.0,1.0
613,35408,0.0,0.0,1.0
614,35409,0.0,0.0,1.0
615,35504,0.0,0.0,1.0
616,35505,0.0,1.0,0.0
617,35506,0.0,1.0,0.0
618,35507,0.0,0.0,1.0
619,35512,0.0,0.0,1.0
620,35513,0.0,0.0,1.0
621,35520,0.0,0.0,1.0
622,35521,0.0,0.0,1.0
623,35522,0.0,0.0,1.0
624,35523,0.0,0.0,1.0
625,36103,0.0,1.0,0.0
626,36107,1.0,0.0,0.0
627,36110,0.0,0.0,1.0
628,36112,0.0,0.0,1.0
629,36113,0.0,0.0,1.0
630,36119,0.0,0.0,1.0
631,36121,0.0,0.0,1.0
632,36128,0.0,1.0,0.0
633,36130,0.0,0.0,1.0
634,36131,0.0,0.0,1.0
635,36132,1.0,0.0,0.0
636,36133,0.0,0.0,1.0
637,36134,0.0,0.0,1.0
638,36135,0.0,0.0,1.0
639,36136,0.0,0.0,1.0
640,36137,0.0,0.0,1.0
641,36138,0.0,0.0,1.0
642,36139,1.0,0.0,0.0
643,36140,0.0,0.0,1.0
644,36141,0.0,0.0,1.0
645,36142,0.0,0.0,1.0
646,36143,0.0,0.0,1.0
647,36144,0.0,0.0,1.0
648,36145,0.0,0.0,1.0
649,36146,0.0,1.0,0.0
650,36147,0.0,0.0,1.0
651,36148,1.0,0.0,0.0
652,36149,1.0,0.0,0.0
653,36150,0.0,0.0,1.0
654,36151,1.0,0.0,0.0
655,37101,0.0,1.0,0.0
656,37102,0.0,0.0,1.0
657,37103,0.0,1.0,0.0
658,37104,0.0,1.0,0.0
659,37105,0.0,0.0,1.0
660,37106,0.0,1.0,0.0
661,37107,0.0,0.0,1.0
662,37108,0.0,1.0,0.0
663,37109,0.0,0.0,1.0
664,37110,0.0,0.0,1.0
665,37201,0.0,1.0,0.0
666,37202,0.0,0.0,1.0
667,37203,1.0,0.0,0.0
668,37204,0.0,0.0,1.0
669,37206,0.0,0.0,1.0
670,37207,0.0,0.0,1.0
671,37209,0.0,0.0,1.0
672,37301,0.0,0.0,1.0
673,37302,0.0,0.0,1.0
674,37303,0.0,1.0,0.0
675,37304,1.0,0.0,0.0
676,37305,0.0,0.0,1.0
677,37306,0.0,0.0,1.0
678,37307,0.0,0.0,1.0
679,37309,0.0,0.0,1.0
680,37310,0.0,0.0,1.0
681,38101,0.0,0.0,1.0
682,38102,0.0,0.0,1.0
683,38103,0.0,1.0,0.0
684,38106,0.0,0.0,1.0
685,38108,0.0,1.0,0.0
686,38109,0.0,0.0,1.0
687,38110,0.0,0.0,1.0
688,38201,0.0,0.0,1.0
689,38202,0.0,1.0,0.0
690,38204,0.0,1.0,0.0
691,38205,0.0,0.0,1.0
692,38206,0.0,0.0,1.0
693,38208,0.0,0.0,1.0
694,38209,0.0,0.0,1.0
695,38210,0.0,0.0,1.0
696,38211,0.0,0.0,1.0
697,38301,0.0,1.0,0.0
698,38302,0.0,0.0,1.0
699,38303,0.0,1.0,0.0
700,38306,0.0,0.0,1.0
701,38307,0.0,0.0,1.0
702,38308,0.0,0.0,1.0
703,38309,0.0,0.0,1.0
704,38405,0.0,0.0,1.0
705,38408,0.0,0.0,1.0
706,38409,0.0,0.0,1.0
707,38411,0.0,0.0,1.0
708,38412,0.0,1.0,0.0
709,38413,0.0,0.0,1.0
710,38414,0.0,0.0,1.0
711,39101,0.0,0.0,1.0
712,39102,0.0,0.0,1.0
713,39103,0.0,0.0,1.0
714,39104,0.0,1.0,0.0
715,39105,0.0,0.0,1.0
716,39202,0.0,1.0,0.0
717,39203,0.0,0.0,1.0
718,39204,0.0,0.0,1.0
719,39205,0.0,0.0,1.0
720,39206,0.0,0.0,1.0
721,39302,0.0,0.0,1.0
722,39303,0.0,0.0,1.0
723,39304,1.0,0.0,0.0
724,39305,0.0,0.0,1.0
725,39306,0.0,0.0,1.0
726,39307,0.0,0.0,1.0
727,39401,0.0,0.0,1.0
728,39403,1.0,0.0,0.0
729,39404,0.0,0.0,1.0
730,39405,0.0,0.0,1.0
731,39406,0.0,0.0,1.0
732,39407,0.0,0.0,1.0
733,39504,0.0,0.0,1.0
734,39505,0.0,0.0,1.0
735,39506,1.0,0.0,0.0
736,39507,0.0,0.0,1.0
737,39508,1.0,0.0,0.0
738,39601,0.0,0.0,1.0
739,39605,0.0,0.0,1.0
740,39606,0.0,1.0,0.0
741,39607,0.0,0.0,1.0
742,40101,0.0,0.0,1.0
743,40102,0.0,0.0,1.0
744,40103,0.0,1.0,0.0
745,40104,0.0,1.0,0.0
746,40105,0.0,0.0,1.0
747,40106,0.0,1.0,0.0
748,40202,0.0,0.0,1.0
749,40203,1.0,0.0,0.0
750,40204,1.0,0.0,0.0
751,40205,1.0,0.0,0.0
752,40206,1.0,0.0,0.0
753,40207,0.0,0.0,1.0
754,40301,0.0,0.0,1.0
755,40302,0.0,0.0,1.0
756,40304,0.0,0.0,1.0
757,40305,0.0,0.0,1.0
758,40306,0.0,1.0,0.0
759,40307,0.0,0.0,1.0
760,40401,0.0,1.0,0.0
761,40402,1.0,0.0,0.0
762,40403,0.0,0.0,1.0
763,40405,0.0,0.0,1.0
764,40407,0.0,0.0,1.0
765,40408,1.0,0.0,0.0
766,40504,0.0,1.0,0.0
767,40505,0.0,1.0,0.0
768,40507,0.0,0.0,1.0
769,40508,0.0,0.0,1.0
770,40509,1.0,0.0,0.0
771,40510,0.0,1.0,0.0
772,41102,1.0,0.0,0.0
773,41103,0.0,0.0,1.0
774,41105,0.0,0.0,1.0
775,41106,0.0,0.0,1.0
776,41201,0.0,0.0,1.0
777,41202,0.0,0.0,1.0
778,41203,0.0,0.0,1.0
779,41204,1.0,0.0,0.0
780,41206,0.0,0.0,1.0
781,41301,0.0,0.0,1.0
782,41303,0.0,0.0,1.0
783,41305,0.0,0.0,1.0
784,41306,0.0,0.0,1.0
785,41307,0.0,1.0,0.0
786,41308,0.0,0.0,1.0
787,41309,0.0,0.0,1.0
788,41402,0.0,1.0,0.0
789,41403,0.0,1.0,0.0
790,41406,1.0,0.0,0.0
791,41408,0.0,0.0,1.0
792,41410,1.0,0.0,0.0
793,41411,0.0,0.0,1.0
794,41413,0.0,0.0,1.0
795,42101,1.0,0.0,0.0
796,42102,0.0,1.0,0.0
797,42103,0.0,1.0,0.0
798,42106,0.0,0.0,1.0
799,42109,0.0,0.0,1.0
800,42110,0.0,1.0,0.0
801,42115,0.0,0.0,1.0
802,42116,0.0,0.0,1.0
803,42117,0.0,1.0,0.0
804,42118,0.0,0.0,1.0
805,42119,0.0,0.0,1.0
806,42121,0.0,0.0,1.0
807,42126,0.0,0.0,1.0
808,42131,0.0,1.0,0.0
809,42132,1.0,0.0,0.0
810,42133,0.0,0.0,1.0
811,42134,0.0,0.0,1.0
812,42135,0.0,0.0,1.0
813,42136,0.0,0.0,1.0
814,42137,0.0,0.0,1.0
815,42138,0.0,0.0,1.0
816,42139,0.0,1.0,0.0
817,42140,0.0,1.0,0.0
818,42141,0.0,1.0,0.0
819,42142,0.0,0.0,1.0
820,42143,0.0,0.0,1.0
821,42144,0.0,0.0,1.0
822,42145,0.0,1.0,0.0
823,42146,1.0,0.0,0.0
824,42147,0.0,1.0,0.0
825,43101,0.0,0.0,1.0
826,43103,0.0,0.0,1.0
827,43105,0.0,1.0,0.0
828,43106,0.0,0.0,1.0
829,43107,0.0,0.0,1.0
830,43109,0.0,0.0,1.0
831,43110,0.0,0.0,1.0
832,43111,0.0,0.0,1.0
833,43113,0.0,0.0,1.0
834,43115,0.0,1.0,0.0
835,43118,0.0,1.0,0.0
836,43119,0.0,0.0,1.0
837,43124,0.0,0.0,1.0
838,43126,1.0,0.0,0.0
839,43127,0.0,0.0,1.0
840,43128,0.0,0.0,1.0
841,43129,0.0,1.0,0.0
842,43130,0.0,0.0,1.0
843,43131,0.0,0.0,1.0
844,43132,0.0,0.0,1.0
845,43133,0.0,0.0,1.0
846,43134,0.0,1.0,0.0
847,43135,0.0,0.0,1.0
848,43136,0.0,0.0,1.0
849,43137,0.0,0.0,1.0
850,43138,0.0,0.0,1.0
851,43139,1.0,0.0,0.0
852,43140,0.0,1.0,0.0
853,43141,0.0,0.0,1.0
854,43142,0.0,1.0,0.0
855,44105,0.0,1.0,0.0
856,44106,0.0,0.0,1.0
857,44111,0.0,0.0,1.0
858,44112,0.0,0.0,1.0
859,44113,0.0,1.0,0.0
860,44115,0.0,0.0,1.0
861,44118,0.0,1.0,0.0
862,44120,0.0,0.0,1.0
863,44121,0.0,0.0,1.0
864,44123,0.0,0.0,1.0
865,44128,0.0,0.0,1.0
866,44131,0.0,1.0,0.0
867,44132,0.0,0.0,1.0
868,44133,0.0,0.0,1.0
869,44134,0.0,1.0,0.0
870,44135,0.0,1.0,0.0
871,44136,1.0,0.0,0.0
872,44137,0.0,1.0,0.0
873,44138,0.0,0.0,1.0
874,44139,0.0,0.0,1.0
875,44140,0.0,0.0,1.0
876,44141,0.0,0.0,1.0
877,44142,0.0,0.0,1.0
878,44143,0.0,0.0,1.0
879,44144,0.0,1.0,0.0
880,44145,0.0,0.0,1.0
881,44146,0.0,0.0,1.0
882,44147,0.0,0.0,1.0
883,44148,0.0,0.0,1.0
884,44149,0.0,0.0,1.0
885,45102,0.0,1.0,0.0
886,45105,0.0,0.0,1.0
887,45106,0.0,0.0,1.0
888,45107,0.0,0.0,1.0
889,45108,0.0,0.0,1.0
890,45109,0.0,0.0,1.0
891,45110,0.0,0.0,1.0
892,45111,1.0,0.0,0.0
893,45112,0.0,1.0,0.0
894,45113,0.0,0.0,1.0
895,45114,0.0,0.0,1.0
896,45115,0.0,1.0,0.0
897,45116,0.0,0.0,1.0
898,45117,0.0,0.0,1.0
899,45118,0.0,0.0,1.0
900,45119,0.0,1.0,0.0
901,45120,0.0,0.0,1.0
902,45121,0.0,0.0,1.0
903,45124,0.0,0.0,1.0
904,45125,0.0,1.0,0.0
905,45126,0.0,1.0,0.0
906,45128,0.0,0.0,1.0
907,45129,0.0,0.0,1.0
908,45131,0.0,0.0,1.0
909,45132,0.0,0.0,1.0
910,45133,0.0,1.0,0.0
911,45134,0.0,0.0,1.0
912,45135,0.0,0.0,1.0
913,45136,0.0,1.0,0.0
914,45137,0.0,0.0,1.0
915,45139,0.0,0.0,1.0
916,46101,0.0,0.0,1.0
917,46102,0.0,0.0,1.0
918,46103,0.0,1.0,0.0
919,46104,0.0,0.0,1.0
920,46105,1.0,0.0,0.0
921,46110,0.0,1.0,0.0
922,46112,0.0,1.0,0.0
923,46113,0.0,0.0,1.0
924,46115,0.0,0.0,1.0
925,46116,0.0,0.0,1.0
926,46119,1.0,0.0,0.0
927,46120,0.0,1.0,0.0
928,46122,0.0,0.0,1.0
929,46123,1.0,0.0,0.0
930,46125,0.0,0.0,1.0
931,46126,0.0,0.0,1.0
932,46127,0.0,0.0,1.0
933,46128,1.0,0.0,0.0
934,46129,0.0,0.0,1.0
935,46131,0.0,0.0,1.0
936,46132,0.0,0.0,1.0
937,46133,0.0,0.0,1.0
938,46134,1.0,0.0,0.0
939,46136,0.0,0.0,1.0
940,47101,0.0,1.0,0.0
941,47102,0.0,1.0,0.0
942,47103,0.0,0.0,1.0
943,47104,0.0,0.0,1.0
944,47105,0.0,0.0,1.0
945,47107,0.0,0.0,1.0
946,47108,0.0,1.0,0.0
947,47109,1.0,0.0,0.0
948,47111,1.0,0.0,0.0
949,47112,0.0,0.0,1.0
950,47114,1.0,0.0,0.0
951,47115,0.0,0.0,1.0
952,47116,1.0,0.0,0.0
953,47117,0.0,1.0,0.0
954,47118,0.0,0.0,1.0
955,47202,0.0,0.0,1.0
956,47203,0.0,0.0,1.0
957,47204,0.0,0.0,1.0
958,47205,1.0,0.0,0.0
959,47206,0.0,1.0,0.0
960,47207,0.0,1.0,0.0
961,47209,0.0,0.0,1.0
962,47210,0.0,0.0,1.0
963,47213,0.0,0.0,1.0
964,47214,0.0,0.0,1.0
965,47215,0.0,0.0,1.0
966,47216,0.0,1.0,0.0
967,47217,0.0,0.0,1.0
968,47218,0.0,0.0,1.0
969,47219,0.0,0.0,1.0
970,47220,0.0,0.0,1.0
971,48101,0.0,1.0,0.0
972,48104,1.0,0.0,0.0
973,48105,0.0,0.0,1.0
974,48201,0.0,1.0,0.0
975,48202,0.0,1.0,0.0
976,48203,0.0,0.0,1.0
977,48204,0.0,0.0,1.0
978,48205,1.0,0.0,0.0
979,48301,0.0,1.0,0.0
980,48302,0.0,0.0,1.0
981,48303,0.0,0.0,1.0
982,48304,0.0,0.0,1.0
983,48401,0.0,1.0,0.0
984,48402,0.0,1.0,0.0
985,48403,1.0,0.0,0.0
986,48404,0.0,0.0,1.0
987,48406,0.0,1.0,0.0
988,48501,0.0,0.0,1.0
989,48503,0.0,0.0,1.0
990,48504,0.0,0.0,1.0
991,48505,1.0,0.0,0.0
992,48601,0.0,0.0,1.0
993,48602,0.0,1.0,0.0
994,48603,1.0,0.0,0.0
995,48604,0.0,0.0,1.0
996,48701,1.0,0.0,0.0
997,48702,0.0,0.0,1.0
998,48703,0.0,1.0,0.0
999,48705,0.0,0.0,1.0
1000,48706,0.0,0.0,1.0
1001,51101,0.0,0.0,1.0
1002,51102,1.0,0.0,0.0
1003,51103,0.0,0.0,1.0
1004,51104,0.0,0.0,1.0
1005,51105,0.0,1.0,0.0
1006,51106,0.0,0.0,1.0
1007,51107,0.0,0.0,1.0
1008,51108,0.0,0.0,1.0
1009,51111,0.0,0.0,1.0
1010,51112,0.0,0.0,1.0
1011,51113,0.0,1.0,0.0
1012,51114,0.0,0.0,1.0
1013,51115,0.0,0.0,1.0
1014,51117,0.0,0.0,1.0
1015,51118,0.0,0.0,1.0
1016,51120,0.0,0.0,1.0
1017,51122,0.0,0.0,1.0
1018,51123,0.0,0.0,1.0
1019,51125,0.0,0.0,1.0
1020,51128,0.0,0.0,1.0
1021,51129,0.0,1.0,0.0
1022,51130,0.0,0.0,1.0
1023,51131,1.0,0.0,0.0
1024,51132,0.0,0.0,1.0
1025,51133,0.0,0.0,1.0
1026,51134,1.0,0.0,0.0
1027,51135,0.0,0.0,1.0
1028,51136,0.0,0.0,1.0
1029,51137,0.0,0.0,1.0
1030,52105,0.0,1.0,0.0
1031,52106,0.0,0.0,1.0
1032,52107,1.0,0.0,0.0
1033,52108,0.0,0.0,1.0
1034,52109,1.0,0.0,0.0
1035,52110,0.0,0.0,1.0
1036,52111,0.0,0.0,1.0
1037,52112,0.0,1.0,0.0
1038,52201,0.0,0.0,1.0
1039,52204,0.0,0.0,1.0
1040,52205,0.0,0.0,1.0
1041,52206,0.0,0.0,1.0
1042,52207,0.0,1.0,0.0
1043,52208,0.0,0.0,1.0
1044,52209,0.0,0.0,1.0
1045,52210,0.0,0.0,1.0
1046,52304,0.0,0.0,1.0
1047,52307,0.0,1.0,0.0
1048,52401,0.0,0.0,1.0
1049,52402,0.0,0.0,1.0
1050,52403,0.0,0.0,1.0
1051,52404,1.0,0.0,0.0
1052,52405,0.0,0.0,1.0
1053,52406,0.0,1.0,0.0
1054,52502,0.0,0.0,1.0
1055,52504,1.0,0.0,0.0
1056,52505,0.0,0.0,1.0
1057,52506,0.0,0.0,1.0
1058,52507,0.0,0.0,1.0
1059,52508,1.0,0.0,0.0
1060,53101,0.0,0.0,1.0
1061,53102,0.0,1.0,0.0
1062,53105,0.0,0.0,1.0
1063,53106,0.0,0.0,1.0
1064,53201,1.0,0.0,0.0
1065,53202,0.0,0.0,1.0
1066,53203,0.0,0.0,1.0
1067,53204,0.0,0.0,1.0
1068,53206,0.0,0.0,1.0
1069,53208,0.0,0.0,1.0
1070,53210,0.0,0.0,1.0
1071,53211,0.0,0.0,1.0
1072,53212,0.0,0.0,1.0
1073,53213,0.0,0.0,1.0
1074,53214,0.0,0.0,1.0
1075,53215,0.0,0.0,1.0
1076,53301,0.0,0.0,1.0
1077,53302,0.0,0.0,1.0
1078,53401,0.0,0.0,1.0
1079,53403,0.0,0.0,1.0
1080,53404,0.0,0.0,1.0
1081,53405,1.0,0.0,0.0
1082,53501,0.0,0.0,1.0
1083,53502,0.0,1.0,0.0
1084,53504,0.0,0.0,1.0
1085,53602,0.0,0.0,1.0
1086,53701,0.0,0.0,1.0
1087,53703,0.0,1.0,0.0
1088,53801,0.0,0.0,1.0
1089,53802,0.0,1.0,0.0
1090,54101,0.0,0.0,1.0
1091,54102,0.0,1.0,0.0
1092,54103,1.0,0.0,0.0
1093,54104,0.0,0.0,1.0
1094,54105,0.0,0.0,1.0
1095,54106,0.0,0.0,1.0
1096,54107,0.0,1.0,0.0
1097,54108,0.0,1.0,0.0
1098,54109,0.0,0.0,1.0
1099,54110,0.0,0.0,1.0
1100,54111,0.0,0.0,1.0
1101,54112,0.0,0.0,1.0
1102,54201,0.0,0.0,1.0
1103,54202,0.0,0.0,1.0
1104,54203,0.0,0.0,1.0
1105,54205,0.0,1.0,0.0
1106,54206,0.0,0.0,1.0
1107,54207,0.0,1.0,0.0
1108,54301,0.0,0.0,1.0
1109,54302,0.0,0.0,1.0
1110,54303,0.0,0.0,1.0
1111,54304,0.0,0.0,1.0
1112,54307,0.0,1.0,0.0
1113,54401,0.0,1.0,0.0
1114,54403,0.0,0.0,1.0
1115,54405,0.0,0.0,1.0
1116,54406,0.0,0.0,1.0
1117,54407,0.0,0.0,1.0
1118,54408,0.0,0.0,1.0
1119,54409,0.0,0.0,1.0
1120,55101,0.0,1.0,0.0
1121,55102,0.0,0.0,1.0
1122,55103,0.0,0.0,1.0
1123,55201,0.0,0.0,1.0
1124,55202,0.0,0.0,1.0
1125,55203,1.0,0.0,0.0
1126,55204,0.0,0.0,1.0
1127,55205,0.0,0.0,1.0
1128,55301,1.0,0.0,0.0
1129,55302,0.0,0.0,1.0
1130,55303,0.0,0.0,1.0
1131,55401,0.0,0.0,1.0
1132,55501,0.0,1.0,0.0
1133,55502,1.0,0.0,0.0
1134,55503,1.0,0.0,0.0
1135,55505,0.0,1.0,0.0
1136,55506,0.0,1.0,0.0
1137,55507,0.0,0.0,1.0
1138,55508,0.0,1.0,0.0
1139,55602,0.0,0.0,1.0
1140,55603,1.0,0.0,0.0
1141,55604,0.0,0.0,1.0
1142,55605,0.0,0.0,1.0
1143,55606,0.0,0.0,1.0
1144,55607,0.0,0.0,1.0
1145,55608,0.0,0.0,1.0
1146,55703,0.0,1.0,0.0
1147,55704,0.0,1.0,0.0
